seed_a,seed_b,palavras_a,palavras_b,p_valor,tam_efeito,bias_entity,bias_entity1,seed_x,seed_y,metodo
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.22857142857142856,0.9210930771374066,0.0946500244636131,0.055689874112182264,pt,psdb,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.02857142857142857,1.5795712428338768,0.09432965273931058,0.017342031265562843,pt,psdb,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.9714285714285714,0.0710728053169168,0.00794173704332879,0.0034711717953087792,pt,psdb,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.2857142857142857,-0.8178518260653469,0.11442553243566578,0.1914998577571508,pt,psdb,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.14285714285714285,1.0679174824782685,0.19594886461489364,0.07454934210671524,pt,psdb,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.8285714285714286,-0.17381387651790076,-0.05286344171258356,-0.033919611861966556,pt,psdb,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.17142857142857143,1.0654298263396362,0.0946500244636131,-6.4669698270578e-4,pt,pv,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.02857142857142857,1.7644302818777993,0.09432965273931058,-0.05263488730467368,pt,pv,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.6285714285714286,0.4628640083112131,0.00794173704332879,-0.009774632861397861,pt,pv,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.11428571428571428,1.1917054373923723,0.11442553243566578,-0.009559395371049384,pt,pv,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.7428571428571429,-0.2686785627603147,0.19594886461489364,0.21742625651968883,pt,pv,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.4857142857142857,-0.6000759177858569,-0.05286344171258356,-0.013474623749299669,pt,pv,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.34285714285714286,0.7268427781841506,0.055689874112182264,-6.4669698270578e-4,psdb,pv,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.02857142857142857,1.6892386644147819,0.017342031265562843,-0.05263488730467368,psdb,pv,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.8,0.18588817968739102,0.0034711717953087792,-0.009774632861397861,psdb,pv,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.02857142857142857,1.7368958237323764,0.1914998577571508,-0.009559395371049384,psdb,pv,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.02857142857142857,-1.4364866004051098,0.07454934210671524,0.21742625651968883,psdb,pv,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.9142857142857143,-0.1921249639849395,-0.033919611861966556,-0.013474623749299669,psdb,pv,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.2,0.8684868211619802,0.11357707826027298,0.08209820162048684,pt,psdb,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.8571428571428571,0.12396463484892416,0.030354735818913903,0.025332520322115776,pt,psdb,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,1,-0.09316037784694366,-0.03925966245381238,-0.03246973368255256,pt,psdb,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.14285714285714285,-1.0864591545296134,0.10377443329793543,0.21270526778388177,pt,psdb,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.14285714285714285,1.0282043594246695,0.17952937398632704,0.058927223649917385,pt,psdb,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.8,-0.26799613930506155,-0.03357476263045851,-0.0031353155654066794,pt,psdb,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.11428571428571428,1.3302709222993032,0.11357707826027298,-0.028982416008096985,pt,pv,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.02857142857142857,1.582219848242291,0.030354735818913903,-0.0613197170187373,pt,pv,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,1,-0.006223078459968456,-0.03925966245381238,-0.03886171711245058,pt,pv,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.2571428571428571,0.8634877067033548,0.10377443329793543,0.017635301531507913,pt,pv,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.5714285714285714,-0.49834571487802654,0.17952937398632704,0.22951410866445826,pt,pv,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.14285714285714285,-1.0908463696914423,-0.03357476263045851,0.015051292957048712,pt,pv,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.14285714285714285,1.1469225460638885,0.08209820162048684,-0.028982416008096985,psdb,pv,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.02857142857142857,1.4943856401037743,0.025332520322115776,-0.0613197170187373,psdb,pv,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.9714285714285714,0.07970855497291361,-0.03246973368255256,-0.03886171711245058,psdb,pv,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.02857142857142857,1.6544670785391595,0.21270526778388177,0.017635301531507913,psdb,pv,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.05714285714285714,-1.4978755466917084,0.058927223649917385,0.22951410866445826,psdb,pv,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.9714285714285714,-0.1656844032517853,-0.0031353155654066794,0.015051292957048712,psdb,pv,weat
