seed_a,seed_b,palavras_a,palavras_b,p_valor,tam_efeito,bias_entity,bias_entity1,seed_x,seed_y,metodo
péssimo,ótimo,mau equivocado adiantado isento contente comprometido preconceituoso infeliz inativo injusto satisfeito,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.02857142857142857,1.6235754200816312,0.20129454535049246,0.10091755118526978,dilma,marina,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante vergonhoso triste confusa infeliz,bom certo lindo justo adequado destacado sincero calmo verdadeiro modesto,0.02857142857142857,1.681329293640446,0.12271427977396,-0.007037996130751831,dilma,marina,weat
imoral,moral,preconceituoso injusto injusta racista inocente abusivo desonesto cruel arrogante vergonhoso estupro falho oportunista intencional,honestidade disciplina conduta dignidade humildade intelectual austeridade doutrina bondade racional espiritual disciplinar firmeza autoritarismo,0.9142857142857143,-0.03721362775303947,0.07896268511661267,0.08070189899113961,dilma,marina,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso ilegal moralmente falho tendenciosa proposital oportunista abusivo culpada inocente bissexual desonesto,conveniente consensual adequado apropriada coerente consistente apropriado adequada relevante interessante dificil possivel eficaz preciso usual complicado,0.17142857142857143,1.1175289988589971,0.18167103605949503,0.09393085301349668,dilma,marina,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.17142857142857143,1.0231379721461675,0.171402211250199,0.12750810737087864,dilma,marina,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento fomento incremento,0.7714285714285715,0.2832524904426045,-0.014051301110814651,-0.04002707520476069,dilma,marina,weat
péssimo,ótimo,mau equivocado adiantado isento contente comprometido preconceituoso infeliz inativo injusto satisfeito,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,1,-0.004901484183436735,0.20129454535049246,0.20151044444188815,dilma,serra,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante vergonhoso triste confusa infeliz,bom certo lindo justo adequado destacado sincero calmo verdadeiro modesto,0.6571428571428571,0.4690899464712907,0.12271427977396,0.10392072756114608,dilma,serra,weat
imoral,moral,preconceituoso injusto injusta racista inocente abusivo desonesto cruel arrogante vergonhoso estupro falho oportunista intencional,honestidade disciplina conduta dignidade humildade intelectual austeridade doutrina bondade racional espiritual disciplinar firmeza autoritarismo,0.11428571428571428,-1.1074685288132626,0.07896268511661267,0.14946598772908928,dilma,serra,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso ilegal moralmente falho tendenciosa proposital oportunista abusivo culpada inocente bissexual desonesto,conveniente consensual adequado apropriada coerente consistente apropriado adequada relevante interessante dificil possivel eficaz preciso usual complicado,0.7714285714285715,-0.2297256031242207,0.18167103605949503,0.1963632526662772,dilma,serra,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.6857142857142857,0.4286621713613074,0.171402211250199,0.15482346045978265,dilma,serra,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento fomento incremento,0.8285714285714286,-0.1536018097387592,-0.014051301110814651,-0.005925150146691108,dilma,serra,weat
péssimo,ótimo,mau equivocado adiantado isento contente comprometido preconceituoso infeliz inativo injusto satisfeito,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.05714285714285714,-1.3467976409823514,0.10091755118526978,0.20151044444188815,marina,serra,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante vergonhoso triste confusa infeliz,bom certo lindo justo adequado destacado sincero calmo verdadeiro modesto,0.02857142857142857,-1.608665115328894,-0.007037996130751831,0.10392072756114608,marina,serra,weat
imoral,moral,preconceituoso injusto injusta racista inocente abusivo desonesto cruel arrogante vergonhoso estupro falho oportunista intencional,honestidade disciplina conduta dignidade humildade intelectual austeridade doutrina bondade racional espiritual disciplinar firmeza autoritarismo,0.11428571428571428,-1.0661273664375022,0.08070189899113961,0.14946598772908928,marina,serra,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso ilegal moralmente falho tendenciosa proposital oportunista abusivo culpada inocente bissexual desonesto,conveniente consensual adequado apropriada coerente consistente apropriado adequada relevante interessante dificil possivel eficaz preciso usual complicado,0.02857142857142857,-1.472622687749376,0.09393085301349668,0.1963632526662772,marina,serra,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.42857142857142855,-0.5973466635220375,0.12750810737087864,0.15482346045978265,marina,serra,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento fomento incremento,0.7714285714285715,-0.3681470632179338,-0.04002707520476069,-0.005925150146691108,marina,serra,weat
péssimo,ótimo,mau equivocado adiantado isento contente comprometido preconceituoso infeliz inativo injusto satisfeito,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.02857142857142857,1.4185712512938287,0.17348412162782753,0.09986529682786688,dilma,marina,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante vergonhoso triste confusa infeliz,bom certo lindo justo adequado destacado sincero calmo verdadeiro modesto,0.08571428571428572,1.276770442097556,0.14685053457028563,0.06774733837515037,dilma,marina,weat
imoral,moral,preconceituoso injusto injusta racista inocente abusivo desonesto cruel arrogante vergonhoso estupro falho oportunista intencional,honestidade disciplina conduta dignidade humildade intelectual austeridade doutrina bondade racional espiritual disciplinar firmeza autoritarismo,0.34285714285714286,0.7150093412430835,0.08118793481687812,0.04571728670332777,dilma,marina,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso ilegal moralmente falho tendenciosa proposital oportunista abusivo culpada inocente bissexual desonesto,conveniente consensual adequado apropriada coerente consistente apropriado adequada relevante interessante dificil possivel eficaz preciso usual complicado,0.05714285714285714,1.3083510505680158,0.1865804031223907,0.061589460515286895,dilma,marina,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.11428571428571428,1.195436695798273,0.15706956372588476,0.11093783805768587,dilma,marina,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento fomento incremento,0.3142857142857143,0.8052371008532074,-0.03549420139069048,-0.10868109407113408,dilma,marina,weat
péssimo,ótimo,mau equivocado adiantado isento contente comprometido preconceituoso infeliz inativo injusto satisfeito,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.34285714285714286,0.7945623377722553,0.17348412162782753,0.1460604345294848,dilma,serra,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante vergonhoso triste confusa infeliz,bom certo lindo justo adequado destacado sincero calmo verdadeiro modesto,0.05714285714285714,1.265115339601018,0.14685053457028563,0.08883943897147618,dilma,serra,weat
imoral,moral,preconceituoso injusto injusta racista inocente abusivo desonesto cruel arrogante vergonhoso estupro falho oportunista intencional,honestidade disciplina conduta dignidade humildade intelectual austeridade doutrina bondade racional espiritual disciplinar firmeza autoritarismo,0.45714285714285713,-0.5539714362157045,0.08118793481687812,0.10452026076495,dilma,serra,weat
